State_UT,Fiscal Year,Scheme,Scheme Description,Estimate,Value,Unit
Chhattisgarh,2021-22,Krishak Samagra Vikas Yojana,"The Krishak Samagra Vikas Yojana has three components: Akti seed promotion scheme, State Sugarcane Development Scheme and Ramtil production Incentive. The objective of these schemes includes ensuring availability of high quality seeds at affoadble prices; to increase area, production and productivity of sugarcane crop; and to encourage production of Ramtil.",Budget Estimates,81.1,In Rs. Crores
Chhattisgarh,2021-22,Krishak Samagra Vikas Yojana,"The Krishak Samagra Vikas Yojana has three components: Akti seed promotion scheme, State Sugarcane Development Scheme and Ramtil production Incentive. The objective of these schemes includes ensuring availability of high quality seeds at affoadble prices; to increase area, production and productivity of sugarcane crop; and to encourage production of Ramtil.",Revised Estimates,81.1,In Rs. Crores
Chhattisgarh,2022-23,Krishak Samagra Vikas Yojana,"The Krishak Samagra Vikas Yojana has three components: Akti seed promotion scheme, State Sugarcane Development Scheme and Ramtil production Incentive. The objective of these schemes includes ensuring availability of high quality seeds at affoadble prices; to increase area, production and productivity of sugarcane crop; and to encourage production of Ramtil.",Budget Estimates,94.6,In Rs. Crores
Chhattisgarh,2015-16,Poshan Badi Vikas Yojana.,"Poshan Badi Vikas Yojana promotes cultivation of fruits, vegetables and flowers by farmers on land available near the place of residence. scheme therefore aims to help reduce malnutrition and ensure the strengthening of the rural economy by creating a source of additional income. Under the scheme, free seeds (local varieties) are provided to the farmers.",Budget Estimates,0.0,In Rs. Crores
Chhattisgarh,2015-16,Poshan Badi Vikas Yojana.,"Poshan Badi Vikas Yojana promotes cultivation of fruits, vegetables and flowers by farmers on land available near the place of residence. scheme therefore aims to help reduce malnutrition and ensure the strengthening of the rural economy by creating a source of additional income. Under the scheme, free seeds (local varieties) are provided to the farmers.",Revised Estimates,0.0,In Rs. Crores
Chhattisgarh,2015-16,Poshan Badi Vikas Yojana.,"Poshan Badi Vikas Yojana promotes cultivation of fruits, vegetables and flowers by farmers on land available near the place of residence. scheme therefore aims to help reduce malnutrition and ensure the strengthening of the rural economy by creating a source of additional income. Under the scheme, free seeds (local varieties) are provided to the farmers.",Actuals,0.0,In Rs. Crores
Chhattisgarh,2016-17,Poshan Badi Vikas Yojana.,"Poshan Badi Vikas Yojana promotes cultivation of fruits, vegetables and flowers by farmers on land available near the place of residence. scheme therefore aims to help reduce malnutrition and ensure the strengthening of the rural economy by creating a source of additional income. Under the scheme, free seeds (local varieties) are provided to the farmers.",Budget Estimates,0.0,In Rs. Crores
Chhattisgarh,2016-17,Poshan Badi Vikas Yojana.,"Poshan Badi Vikas Yojana promotes cultivation of fruits, vegetables and flowers by farmers on land available near the place of residence. scheme therefore aims to help reduce malnutrition and ensure the strengthening of the rural economy by creating a source of additional income. Under the scheme, free seeds (local varieties) are provided to the farmers.",Revised Estimates,0.0,In Rs. Crores
Chhattisgarh,2016-17,Poshan Badi Vikas Yojana.,"Poshan Badi Vikas Yojana promotes cultivation of fruits, vegetables and flowers by farmers on land available near the place of residence. scheme therefore aims to help reduce malnutrition and ensure the strengthening of the rural economy by creating a source of additional income. Under the scheme, free seeds (local varieties) are provided to the farmers.",Actuals,0.0,In Rs. Crores
Chhattisgarh,2017-18,Poshan Badi Vikas Yojana.,"Poshan Badi Vikas Yojana promotes cultivation of fruits, vegetables and flowers by farmers on land available near the place of residence. scheme therefore aims to help reduce malnutrition and ensure the strengthening of the rural economy by creating a source of additional income. Under the scheme, free seeds (local varieties) are provided to the farmers.",Budget Estimates,0.0,In Rs. Crores
Chhattisgarh,2017-18,Poshan Badi Vikas Yojana.,"Poshan Badi Vikas Yojana promotes cultivation of fruits, vegetables and flowers by farmers on land available near the place of residence. scheme therefore aims to help reduce malnutrition and ensure the strengthening of the rural economy by creating a source of additional income. Under the scheme, free seeds (local varieties) are provided to the farmers.",Revised Estimates,0.0,In Rs. Crores
Chhattisgarh,2017-18,Poshan Badi Vikas Yojana.,"Poshan Badi Vikas Yojana promotes cultivation of fruits, vegetables and flowers by farmers on land available near the place of residence. scheme therefore aims to help reduce malnutrition and ensure the strengthening of the rural economy by creating a source of additional income. Under the scheme, free seeds (local varieties) are provided to the farmers.",Actuals,0.0,In Rs. Crores
Chhattisgarh,2018-19,Poshan Badi Vikas Yojana.,"Poshan Badi Vikas Yojana promotes cultivation of fruits, vegetables and flowers by farmers on land available near the place of residence. scheme therefore aims to help reduce malnutrition and ensure the strengthening of the rural economy by creating a source of additional income. Under the scheme, free seeds (local varieties) are provided to the farmers.",Budget Estimates,0.0,In Rs. Crores
Chhattisgarh,2018-19,Poshan Badi Vikas Yojana.,"Poshan Badi Vikas Yojana promotes cultivation of fruits, vegetables and flowers by farmers on land available near the place of residence. scheme therefore aims to help reduce malnutrition and ensure the strengthening of the rural economy by creating a source of additional income. Under the scheme, free seeds (local varieties) are provided to the farmers.",Revised Estimates,0.0,In Rs. Crores
Chhattisgarh,2018-19,Poshan Badi Vikas Yojana.,"Poshan Badi Vikas Yojana promotes cultivation of fruits, vegetables and flowers by farmers on land available near the place of residence. scheme therefore aims to help reduce malnutrition and ensure the strengthening of the rural economy by creating a source of additional income. Under the scheme, free seeds (local varieties) are provided to the farmers.",Actuals,0.0,In Rs. Crores
Chhattisgarh,2019-20,Poshan Badi Vikas Yojana.,"Poshan Badi Vikas Yojana promotes cultivation of fruits, vegetables and flowers by farmers on land available near the place of residence. scheme therefore aims to help reduce malnutrition and ensure the strengthening of the rural economy by creating a source of additional income. Under the scheme, free seeds (local varieties) are provided to the farmers.",Budget Estimates,0.1,In Rs. Crores
Chhattisgarh,2019-20,Poshan Badi Vikas Yojana.,"Poshan Badi Vikas Yojana promotes cultivation of fruits, vegetables and flowers by farmers on land available near the place of residence. scheme therefore aims to help reduce malnutrition and ensure the strengthening of the rural economy by creating a source of additional income. Under the scheme, free seeds (local varieties) are provided to the farmers.",Revised Estimates,10.1,In Rs. Crores
Chhattisgarh,2019-20,Poshan Badi Vikas Yojana.,"Poshan Badi Vikas Yojana promotes cultivation of fruits, vegetables and flowers by farmers on land available near the place of residence. scheme therefore aims to help reduce malnutrition and ensure the strengthening of the rural economy by creating a source of additional income. Under the scheme, free seeds (local varieties) are provided to the farmers.",Actuals,9.0,In Rs. Crores
Chhattisgarh,2020-21,Poshan Badi Vikas Yojana.,"Poshan Badi Vikas Yojana promotes cultivation of fruits, vegetables and flowers by farmers on land available near the place of residence. scheme therefore aims to help reduce malnutrition and ensure the strengthening of the rural economy by creating a source of additional income. Under the scheme, free seeds (local varieties) are provided to the farmers.",Budget Estimates,10.0,In Rs. Crores
Chhattisgarh,2020-21,Poshan Badi Vikas Yojana.,"Poshan Badi Vikas Yojana promotes cultivation of fruits, vegetables and flowers by farmers on land available near the place of residence. scheme therefore aims to help reduce malnutrition and ensure the strengthening of the rural economy by creating a source of additional income. Under the scheme, free seeds (local varieties) are provided to the farmers.",Revised Estimates,10.0,In Rs. Crores
Chhattisgarh,2020-21,Poshan Badi Vikas Yojana.,"Poshan Badi Vikas Yojana promotes cultivation of fruits, vegetables and flowers by farmers on land available near the place of residence. scheme therefore aims to help reduce malnutrition and ensure the strengthening of the rural economy by creating a source of additional income. Under the scheme, free seeds (local varieties) are provided to the farmers.",Actuals,8.2,In Rs. Crores
Chhattisgarh,2021-22,Poshan Badi Vikas Yojana.,"Poshan Badi Vikas Yojana promotes cultivation of fruits, vegetables and flowers by farmers on land available near the place of residence. scheme therefore aims to help reduce malnutrition and ensure the strengthening of the rural economy by creating a source of additional income. Under the scheme, free seeds (local varieties) are provided to the farmers.",Budget Estimates,10.0,In Rs. Crores
